code,name
D69.8,Tình trạng xuất huyết đặc hiệu khác
D69.0,Ban xuất huyết dị ứng
D69.3,Giảm tiểu cầu miễn dịch nguyên phát
D69.4,Giảm tiểu cầu tiên phát khác
D69.2,Ban xuất huyết không giảm tiểu cầu khác
Y06.1,Bị bỏ bê hay bỏ rơi: Do cha mẹ
Y06.0,Bị bỏ bê hay bỏ rơi: Do vợ chồng hay người cộng tác
Y06.9,"Bị bỏ bê hay bỏ rơi: Do người khác, không xác định"
Y06.8,"Bị bỏ bê hay bỏ rơi: Do người khác, xác định"
Y06.2,Bị bỏ bê hay bỏ rơi: Do người quen hay bạn
X88.0,Tấn công bằng carbon monoxide từ khí thải động cơ đốt trong
X88.2,Tấn công bằng khí carbon monoxide từ nhiên liệu hoá thạch dân dụng khác
X88.1,Tấn công bằng khí carbon monoxide từ khí ga tiêu dùng
X88.9,Tấn công bằng khí ga và hơi không xác định
X88.3,Tấn công bằng khí carbon monoxide từ nguồn khác
X88.4,Tấn công bằng khí carbon monoxide từ nguồn không xác định
X88.8,Tấn công bằng khí carbon monoxide từ khí ga và hơi xác định khác
Y07.1,Bị hành hạ: Do cha mẹ
Y07.9,Bị hành hạ: Do người không xác định
Y07.8,Bị hành hạ: Do người xác định khác
Y07.3,Bị hành hạ: Do công chức có thẩm quyền
Y07.2,Bị hành hạ: Do người quen hay bạn
Y07.0,"Bị hành hạ: Do vợ, chồng hay bạn tình"
Y35.4,Can thiệp pháp lý bằng vật sắc nhọn
Y35.7,"Can thiệp pháp lý, phương tiện không xác định"
Y35.1,Can thiệp pháp lý bằng chất nổ
Y35.2,Can thiệp pháp lý bằng hơi cay
Y35.6,Can thiệp pháp lý bằng các phương tiện xác định khác
Y35.5,Hành hình hợp pháp
Y35.3,Can thiệp pháp lý bằng vật tầy
Y35.0,Can thiệp pháp lý bằng súng đạn
Y36.0,Hoạt động chiến tranh do hoả khí của lính thuỷ gây ra
Y36.8,Hoạt động chiến tranh xảy ra sau khi đã chấm dứt chiến sự
Y36.4,Hoạt động chiến tranh liên quan đạn súng cầm tay và các loại súng thông thường khác trong chiến tranh
Y36.2,Hoạt động chiến tranh liên quan đến chất nổ và bom khác
Y36.6,Hoạt động chiến tranh liên quan vũ khí sinh học
Y36.9,"Hoạt động chiến tranh, không xác định"
Y36.7,Hoạt động chiến tranh liên quan đến vũ khí hoá học và các vũ khí khác không theo qui ước chiến tranh
Y36.1,Hoạt động chiến tranh liên quan đến phá huỷ phương tiện bay
Y36.3,"Hoạt động chiến tranh liên quan đến đám cháy, hoả hoạn và chất nóng"
Y36.5,Hoạt động chiến tranh liên quan vũ khí hạt nhân
Y51.5,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất ưu tiên trên cảm thụ anpha- adrenergic, không phân loại nơi khác"
Y51.4,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất ưu tiên cảm thụ alpha- adrenergic, không phân loại nơi khác"
Y51.8,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất hoạt động ở trung ương và chẹn hệ adrenergic, không phân loại nơi khác"
Y51.2,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chẹn hạch, không phân loại nơi khác"
Y51.7,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất đối kháng cảm thụ Beta- adrenoreceptor, không phân loại nơi khác"
Y51.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất kháng cholinesterase
Y51.9,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc tác dụng trước hết lên hệ thần kinh tự chủ khác và không xác định
Y51.3,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Các thuốc giải phó giao cảm (kháng cholinergic và kháng muscarin) và giảm co bóp khác, không phân loại nơi khác"
Y51.6,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất đối kháng cảm thụ anpha- adrenalin, không phân loại nơi khác"
Y51.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất giống phó giao cảm khác (cholinergic)
Y57.5,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất cản quang [đối quang]
Y57.4,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Tá dược
Y57.7,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Vitamin, không phân loại nơi khác"
Y57.9,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc, dược chất không xác định"
Y57.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc giải rượu
Y57.8,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc, dược chất khác"
Y57.2,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất giải độc và chất chelating, không phân loại nơi khác"
Y57.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc hướng mỡ
Y57.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Giảm ngon miệng (làm chán ăn)
Y57.6,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Các chất dùng để chẩn đoán khác
Y40.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Penicillin
Y40.8,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Các kháng sinh dùng đường toàn thân khác
Y40.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Macrolid
Y40.7,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Kháng sinh chống nấm dùng đường toàn thân
Y40.6,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Rifamycin
Y40.2,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Nhóm chloramphenicol
Y40.5,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Aminoglycosid
Y40.4,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Tetracyclin
Y40.9,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Kháng sinh toàn thân không xác định
Y40.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Cefalosporin và các kháng sinh β- lactam khác
Y48.5,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Khí điều trị
Y48.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc gây mê hô hấp
Y48.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc tê tại chỗ
Y48.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc gây mê tiêm
Y48.2,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc gây mê toàn thân khác và không xác định
Y48.4,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc mê- tê, không xác định"
Y42.8,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Các hormon khác, không xác định và các chất thay thế tổng hợp của chúng"
Y42.6,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Kháng gonadotrophin, kháng estrogen, kháng androgen, không phân loại nơi khác"
Y42.9,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Các thuốc đối kháng hormon khác và không xác định
Y42.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Hormon giáp trạng và chế phẩm
Y42.4,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chống thụ thai đường uống
Y42.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Insulin và thuốc hạ đường huyết đường uống [chống đái tháo đường]
Y42.5,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Các thuốc estrogen và progestogen khác
Y42.2,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc kháng giáp trạng
Y42.7,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Androgen và các chất dị hoá
Y42.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Glucocorticoid và chất tổng hợp
Y43.8,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Các chất tác dụng hệ thống đầu tiên, không phân loại nơi khác"
Y43.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chống chuyển hoá chống sinh u
Y43.6,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Men, không phân loại nơi khác"
Y43.9,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất tác dụng chủ yếu khác cho hệ thống không xác định
Y43.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chống sinh u khác
Y43.5,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất làm toan hoá và kiềm hoá
Y43.2,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Sản phẩm thiên nhiên chống sinh u
Y43.4,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất suy giảm miễn dịch
Y43.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chống dị ứng và chống nôn
Y47.5,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc kết hợp an thần và gây ngủ, không phân loại nơi khác"
Y47.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Paraldehyd
Y47.0,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Barbiturat, không phân loại nơi khác"
Y47.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Benzodiazepin
Y47.4,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chế phẩm brom
Y47.2,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Dẫn xuất cloral
Y47.9,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc an thần, gây ngủ và chống lo lắng, không xác định"
Y47.8,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Các thuốc an thần, gây ngủ và chống lo lắng khác"
Y53.7,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc gây nôn
Y53.4,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc nhuận tràng khác
Y53.8,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc khác tác dụng chủ yếu lên hệ tiêu hoá
Y53.6,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chống tiêu chảy
Y53.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất đối kháng thụ thể histamln H2
Y53.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Nhuận tràng muối và thẩm thấu
Y53.9,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc không xác định tác dụng trước hết lên hệ tiêu hoá
Y53.2,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Kích thích nhuận tràng
Y53.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc kháng acid và kháng tiết toan dạ dày khác
Y53.5,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc lợi tiểu
Y55.2,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc tác dụng chủ yếu lên cơ khác và không xác định
Y55.5,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chống cảm cúm
Y55.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chống ho
Y55.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc giãn cơ vân (chất chẹn thần kinh cơ)
Y55.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc kích thích chuyển dạ (oxytocin)
Y55.6,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chống hen, không phân loại nơi khác"
Y55.4,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc gây long đờm
Y55.7,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc tác dụng chủ yếu lên hệ hô hấp khác và không xác định
Y50.2,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Methylxanthin, không phân loại nơi khác"
Y50.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất đối kháng thụ cảm opioid
Y50.8,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất kích thích hệ thần kinh trung ương khác
Y50.9,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chất kích thích hệ thần kinh trung ương không xác định
Y50.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc hồi sức
Y45.3,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc kháng viêm khác không steroid
Y45.5,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Dẫn xuất 4 aminophenol
Y45.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Salicylat
Y45.9,"Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc giảm đau, hạ sốt và chống viêm không xác định"
Y45.0,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc phiện và các chất giảm đau có liên quan
Y45.2,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Dẫn xuất acid propionic
Y45.4,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Chống thấp
Y45.8,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc giảm đau và hạ sốt khác
Y41.1,Thuốc gây tác dụng không mong muốn [ADR] trong điều trị: Thuốc chống Mycobacter
